age,distance_from_home,education,environment_satisfaction,job_involvement,job_level,job_satisfaction,monthly_income,monthly_rate,num_companies_worked,percent_salary_hike,performance_rating,relationship_satisfaction,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,attrition
46,16,1,4,3,5,2,16225,14549,2,13,1,3,0,38,6,3,38,18,6,1
20,30,2,2,1,3,3,17693,12113,4,22,3,3,0,12,4,3,8,2,8,1
57,12,3,3,3,2,4,7661,17132,1,15,2,3,0,11,6,2,11,11,11,1
51,3,2,2,1,2,1,11253,10822,7,13,1,3,1,28,6,2,28,5,13,1
57,11,5,3,3,4,4,19261,23159,3,10,3,3,1,9,6,2,9,9,9,0
44,14,1,2,4,3,4,19870,26252,5,16,4,4,0,26,1,2,26,3,7,0
30,18,4,2,3,2,1,12937,26003,5,14,3,3,3,39,4,1,18,2,13,1
62,21,1,2,3,5,3,1794,9418,4,23,3,4,3,13,1,2,12,3,9,1
50,21,4,4,2,1,1,15598,4371,0,24,2,2,1,36,1,1,36,2,5,0
23,5,5,1,4,1,3,7786,9068,6,17,3,2,0,31,4,4,31,12,5,1
41,16,5,2,4,3,4,5014,21684,9,18,4,2,3,14,3,4,14,14,6,0
36,20,1,4,4,4,1,8392,24205,7,14,3,2,3,20,5,3,20,11,6,0
33,5,4,1,1,5,2,13545,26187,0,17,4,1,1,30,2,3,2,2,1,0
57,3,5,1,2,3,3,6353,13859,9,22,1,4,1,7,5,1,7,7,7,0
45,12,2,2,4,1,2,4407,9464,6,10,3,2,3,5,6,2,5,5,3,1
50,1,2,3,1,3,3,18358,19110,3,10,2,1,0,28,4,3,28,12,12,1
65,21,4,3,1,5,1,17053,15548,5,16,3,4,3,35,3,1,18,11,12,1
58,29,1,3,1,2,2,14189,9121,8,24,4,1,3,38,1,3,16,5,9,1
30,9,5,2,2,5,1,12213,11840,4,15,4,1,0,9,0,2,9,9,8,0
60,29,1,3,1,2,3,8248,6312,7,14,2,3,1,32,2,1,32,18,14,1
62,9,2,4,2,2,3,5369,10000,4,23,4,1,0,16,5,3,12,2,12,1
42,4,5,4,3,2,3,9050,11461,1,24,3,1,0,26,3,2,26,15,11,0
59,3,1,4,1,3,3,17848,22927,3,14,4,4,0,13,6,1,11,8,10,1
53,17,3,4,4,1,4,6415,26398,1,23,3,1,0,28,2,1,1,1,1,1
44,2,4,1,1,3,3,16398,2318,6,18,3,3,1,12,6,1,9,2,9,0
55,24,4,4,3,1,2,9115,17329,6,10,4,2,3,35,0,4,20,2,2,1
24,1,3,3,3,5,3,1287,17791,2,17,2,2,2,22,0,1,22,6,4,1
22,8,2,2,1,4,1,4195,21859,6,11,1,4,1,3,0,3,0,0,0,1
60,13,5,3,3,5,4,19376,16372,0,16,2,4,0,32,5,1,32,2,6,0
62,23,4,4,2,3,2,8450,17935,0,15,1,1,3,25,6,1,25,0,11,0
48,15,3,1,2,3,4,3925,17701,8,19,2,4,3,21,4,1,14,11,14,1
40,8,3,4,1,1,4,15515,13250,5,11,3,1,0,21,2,1,21,5,3,0
59,12,2,2,2,3,4,18504,23537,4,21,3,4,1,27,4,1,24,6,10,0
27,22,2,3,2,2,1,6310,22518,5,22,4,2,0,40,6,4,0,0,0,1
49,12,1,2,4,3,4,17830,3602,5,12,1,2,3,29,0,2,25,17,14,1
60,14,4,2,1,1,4,12760,20640,0,13,1,2,3,32,3,4,20,14,12,0
47,15,1,2,3,1,3,15896,11047,4,16,4,2,1,40,0,3,40,14,11,1
56,15,3,3,1,2,1,18105,25703,8,17,2,1,2,35,4,2,23,9,3,1
48,9,5,4,2,1,2,19547,17234,3,22,4,1,0,38,0,3,38,16,15,1
35,19,5,2,4,4,2,11774,9532,2,20,2,1,2,19,6,1,15,15,12,1
53,26,2,3,1,5,2,16457,9366,0,11,4,2,3,32,0,3,31,17,14,0
19,20,5,1,1,3,1,10543,4648,1,17,1,3,2,24,4,4,15,14,12,0
31,29,5,3,2,4,2,4980,8903,2,20,1,2,0,18,4,4,12,5,0,0
30,22,5,1,2,3,1,12576,20242,3,18,2,2,0,31,6,1,31,8,5,1
46,8,3,3,1,4,3,19109,19486,6,16,1,3,3,40,3,1,40,10,3,0
29,21,5,4,2,3,3,4413,15788,5,25,1,3,1,23,4,2,23,14,10,1
56,19,5,2,2,2,1,1494,4481,7,10,1,4,1,13,6,4,12,2,12,1
19,6,5,4,2,1,2,1947,3820,8,15,1,2,3,14,3,4,10,10,9,1
49,20,1,3,2,1,1,1022,12271,5,25,3,3,0,32,1,2,14,0,9,1
30,25,3,2,2,2,1,2128,21542,6,17,4,4,1,21,6,4,9,9,4,1
63,29,2,1,4,4,4,14986,5684,3,14,4,3,2,40,1,2,40,10,13,1
44,19,1,3,2,5,1,17161,25795,1,21,3,3,3,30,4,4,2,2,2,0
58,4,4,2,3,4,4,17160,5651,8,24,1,4,2,34,0,3,15,10,14,1
34,23,3,1,1,1,3,17941,12431,8,11,4,2,0,19,2,3,16,6,10,1
57,7,3,1,4,5,4,10808,12131,3,24,4,4,1,31,0,2,24,0,8,0
48,28,4,4,4,3,1,7998,26091,2,14,4,2,0,29,4,2,29,11,15,1
51,28,4,3,2,5,3,8182,26845,9,17,2,3,2,34,3,1,34,3,3,1
41,4,4,1,1,4,4,19040,26491,5,11,3,4,0,36,6,4,36,7,0,0
62,22,2,2,3,2,1,9998,25265,2,10,2,1,0,13,0,3,12,12,12,1
52,12,5,1,2,3,3,4312,24604,0,24,2,3,3,23,1,1,23,10,10,1
65,13,3,1,1,4,4,14329,6830,3,13,3,4,3,37,5,4,37,7,8,0
23,3,5,4,2,3,1,16802,23363,0,13,4,3,0,32,4,3,25,11,4,0
36,22,5,4,2,5,1,12167,9334,1,18,2,4,3,33,0,4,8,2,8,1
47,12,4,2,2,1,2,3324,16619,2,12,4,2,0,33,5,2,18,3,12,1
24,2,2,4,2,4,2,10639,22159,7,13,2,1,2,27,0,3,27,11,11,1
27,24,1,1,2,2,4,14338,11304,9,12,4,3,3,6,3,3,6,6,6,1
58,2,2,1,2,5,4,11753,16879,3,11,1,1,0,21,3,1,21,9,10,1
49,27,5,4,2,4,4,6984,19032,3,13,1,2,3,29,3,4,29,0,6,0
51,23,2,1,3,2,1,19895,16585,9,23,1,4,0,36,5,2,36,12,2,1
45,9,4,1,4,4,4,16142,2016,8,17,3,1,3,36,2,2,15,6,3,0
32,1,1,2,3,5,1,12063,10308,6,10,1,4,1,35,5,4,35,2,11,1
47,8,4,4,2,4,4,1362,8476,1,17,2,2,0,25,4,4,4,4,4,1
54,23,1,1,2,3,1,4454,7942,2,17,4,3,1,38,4,2,28,11,8,1
46,6,5,4,3,5,1,4255,19929,3,24,4,2,0,22,1,4,22,4,9,1
39,6,1,2,3,4,2,18601,4693,3,12,4,1,1,9,1,1,5,5,5,0
21,22,1,4,4,1,3,18869,25983,9,23,4,1,0,35,4,4,35,7,0,0
37,25,1,1,3,4,1,6349,17562,7,19,2,1,3,32,0,1,32,11,11,1
49,18,2,4,4,3,4,8195,22473,9,19,4,4,1,40,4,1,40,2,10,1
53,17,2,1,2,2,2,11047,8259,9,21,2,3,3,15,6,4,15,15,4,1
21,29,5,1,1,2,4,8750,23442,5,21,2,1,0,33,2,3,33,9,7,1
44,12,1,1,1,2,4,10399,17579,2,15,4,1,3,32,1,3,25,16,9,1
34,6,3,2,1,1,1,14686,11468,8,22,4,1,0,36,1,1,36,9,6,1
29,26,5,4,1,3,1,9035,21624,9,22,4,2,3,35,6,4,12,2,12,1
39,27,1,2,2,5,3,2507,6942,7,13,2,1,1,33,6,1,16,1,13,1
34,8,1,4,1,2,1,18387,16651,8,22,3,2,0,31,5,4,31,13,3,1
27,19,2,2,3,3,1,15776,5788,4,10,2,1,3,31,6,4,31,8,6,0
18,28,5,3,3,4,3,18309,25337,2,23,3,2,0,27,1,2,27,16,0,0
39,10,1,1,1,1,4,7583,2371,3,10,4,4,0,28,4,3,28,3,5,0
43,1,1,1,3,3,3,4927,25404,4,14,2,4,0,24,1,3,24,14,8,0
35,25,5,2,4,3,3,18369,9120,8,21,4,2,2,21,6,2,21,12,2,1
31,29,3,3,2,5,3,16797,7702,8,25,3,3,0,26,6,2,26,18,3,0
64,13,5,1,1,3,2,5231,10347,2,17,3,3,3,40,6,2,37,8,7,1
46,17,5,4,1,5,4,6302,4661,6,10,2,2,2,26,1,1,19,3,11,1
29,3,3,2,2,1,2,6291,25564,5,11,2,4,3,38,6,1,23,7,4,0
53,8,5,1,3,1,2,1908,8651,3,16,2,2,2,12,5,1,7,7,4,1
52,14,1,1,2,4,1,16123,6878,4,25,2,3,0,13,4,1,13,13,13,1
29,3,5,2,2,5,3,13877,15091,9,17,1,2,1,38,0,1,38,2,0,0
24,16,3,2,3,5,3,15239,6315,1,21,1,4,1,39,6,3,13,13,13,0
46,13,4,4,2,2,2,3586,24542,6,23,4,3,0,33,1,3,4,4,4,1
28,20,5,4,3,2,1,10335,11965,3,12,3,3,2,38,1,4,20,13,13,1
50,24,2,1,3,4,1,16640,10308,1,20,3,1,3,16,6,3,14,12,1,0
23,17,1,1,2,1,1,18715,8474,5,21,4,1,1,35,1,2,35,14,15,1
64,13,1,2,4,2,4,11534,3374,1,22,4,3,0,32,6,3,32,10,0,1
32,29,2,1,3,3,2,2806,13395,9,25,4,3,0,27,2,2,16,14,5,1
49,6,2,1,2,1,4,11292,9393,1,17,1,2,2,21,4,3,19,11,4,0
28,17,5,2,3,3,1,18189,6403,6,10,4,4,1,27,6,1,0,0,0,0
40,14,2,1,4,5,1,11967,5546,0,18,3,3,0,24,1,3,15,14,15,0
43,17,4,1,4,1,1,17455,5977,6,21,4,4,1,40,2,4,17,0,4,0
51,30,3,3,1,4,3,1027,11388,9,11,2,3,3,9,0,1,9,9,8,1
63,8,2,4,3,5,2,9660,21795,4,23,3,4,0,22,0,1,22,5,11,0
51,11,2,2,3,5,3,8055,10988,0,22,3,1,0,30,5,4,17,0,14,1
46,20,4,3,2,3,4,10616,5892,5,25,3,3,3,12,6,3,8,8,8,1
21,28,1,4,3,5,3,11440,25708,6,11,1,2,0,40,5,3,29,12,9,1
34,1,1,4,1,2,2,4832,26726,0,13,1,4,2,17,5,4,12,5,12,0
52,26,5,4,4,1,3,16970,16008,8,21,3,3,3,36,2,1,30,16,2,1
30,7,4,3,4,2,1,14107,5249,6,25,2,1,2,33,0,4,12,12,12,1
58,21,3,3,1,3,4,14777,2111,0,19,3,1,3,31,5,2,31,8,0,1
56,21,3,4,3,3,4,16954,19066,2,12,1,1,3,20,3,2,16,7,15,0
32,17,4,1,3,1,1,17943,19545,4,13,2,1,2,35,5,3,2,2,2,0
46,30,3,1,1,5,1,8957,9400,3,15,3,3,3,39,0,1,0,0,0,1
46,10,1,3,2,4,1,13666,4379,1,16,1,2,1,18,3,2,4,1,4,0
28,11,3,3,4,3,2,11110,15180,0,14,2,4,2,31,2,4,31,1,15,0
49,22,3,3,1,1,3,8344,23810,3,11,4,2,3,27,6,3,24,10,7,1
19,30,4,4,1,4,4,17462,10352,6,12,4,4,2,10,6,3,4,0,4,0
64,9,4,1,3,5,3,14696,19809,3,19,3,2,3,36,3,1,36,17,11,0
31,9,3,3,4,3,1,2031,22045,8,20,4,3,3,27,0,2,22,6,4,1
37,24,2,3,3,1,1,19456,10469,7,12,1,3,1,34,1,3,11,11,10,1
39,5,4,2,1,1,3,16090,11748,7,23,2,4,1,33,3,4,33,15,4,0
28,17,5,4,2,1,4,16816,25424,4,14,3,3,1,22,0,2,22,6,7,0
44,9,5,2,4,3,2,18868,22976,0,21,2,4,3,15,5,3,15,6,7,0
20,17,1,1,1,4,3,11437,25914,8,20,2,2,1,4,1,3,4,1,4,0
34,24,3,2,1,1,1,16453,12107,1,21,2,3,2,30,2,2,27,4,1,0
61,21,2,2,2,5,1,15258,14942,5,14,1,3,3,11,6,2,5,5,2,1
45,19,1,2,1,1,2,2550,21491,9,13,3,4,2,12,2,1,12,7,9,1
46,27,3,4,1,4,3,13977,18686,4,17,4,4,1,29,4,4,29,11,9,0
38,7,4,1,4,3,2,5682,6533,9,15,2,4,3,34,2,1,25,6,15,0
64,23,5,2,4,1,2,15439,21157,7,15,2,4,2,16,4,1,16,5,0,1
33,9,2,4,4,1,4,19213,25583,2,10,2,1,0,20,2,4,8,8,8,1
54,7,5,1,3,5,4,4751,6281,5,15,1,4,2,25,2,4,15,11,2,1
37,13,4,3,2,5,1,13914,6768,5,12,4,1,3,17,2,1,17,16,11,1
23,11,3,2,4,1,3,11223,19384,9,22,2,2,0,13,4,2,12,12,3,1
36,14,4,1,3,1,4,16398,14198,2,15,1,4,1,28,5,4,28,0,10,0
22,19,4,2,3,5,1,7601,20102,6,19,1,1,1,23,4,1,23,6,6,1
20,11,5,3,2,4,3,4856,9169,3,22,2,1,2,12,3,2,12,2,8,0
18,13,2,1,2,2,1,13661,9361,4,20,2,1,1,24,0,3,24,5,11,0
55,14,4,4,1,2,4,16591,5830,8,22,1,3,2,40,0,2,40,2,4,0
32,13,5,1,3,1,1,7182,25538,5,15,1,1,2,22,5,1,0,0,0,0
51,1,2,4,4,5,3,8970,23404,9,11,2,4,2,16,0,4,8,7,8,0
52,8,3,1,2,3,3,16154,4882,3,10,1,4,2,11,2,2,3,3,0,0
42,12,3,4,3,3,1,3094,2998,7,20,1,4,3,27,5,2,27,8,1,1
41,19,1,3,4,2,3,13095,17942,8,24,2,1,3,11,0,2,11,4,9,1
29,12,5,3,3,4,1,14672,18668,9,25,2,1,0,33,4,4,23,14,1,1
35,8,2,3,2,2,3,18932,18246,4,12,3,3,0,36,3,4,8,8,8,1
32,8,4,1,1,1,1,15228,26996,1,14,4,2,1,34,1,2,34,9,8,1
61,29,3,3,3,4,1,9559,20544,5,24,2,3,3,37,3,2,37,7,9,1
33,21,2,2,4,3,1,1064,5065,7,24,2,4,0,34,0,1,34,17,6,1
44,13,5,3,2,5,2,4299,12467,4,13,2,4,3,32,5,4,32,5,1,0
25,12,1,4,1,5,3,5849,19878,0,16,4,4,3,34,6,2,34,16,0,0
63,29,3,4,4,1,4,6639,14076,7,13,3,3,1,35,0,4,19,3,15,1
42,16,2,4,4,2,1,19419,23007,8,17,1,4,1,29,4,4,1,1,1,1
34,1,2,1,4,1,2,12055,4543,0,16,4,4,2,25,3,4,25,9,11,1
46,13,2,2,3,5,4,19612,12033,7,19,2,4,3,12,6,1,12,12,0,1
25,26,5,3,2,3,1,17980,23184,9,18,2,1,2,29,4,3,29,0,8,1
32,7,5,2,4,5,4,11866,3401,1,10,3,2,2,31,4,4,31,8,2,0
44,28,5,2,3,4,2,4889,18829,3,24,3,1,2,40,1,4,35,4,1,1
63,26,4,4,2,5,4,16458,6522,1,14,3,1,3,31,4,2,18,10,13,0
24,5,2,4,2,5,1,18779,22151,1,22,1,2,3,21,6,4,21,3,12,1
20,8,3,4,3,4,4,1452,4551,9,13,4,2,2,22,4,3,0,0,0,1
46,25,5,1,3,2,4,11995,24030,2,15,4,3,3,37,1,4,10,10,2,1
61,27,5,2,4,5,1,3631,22272,7,10,3,2,2,29,2,1,25,7,4,1
41,14,2,2,2,1,2,3186,6816,3,15,1,3,0,18,6,2,18,1,9,1
20,23,5,1,1,5,2,6967,21115,6,10,4,3,3,18,2,3,18,16,13,1
37,30,4,1,3,1,4,5348,9699,9,23,2,1,1,37,6,1,11,9,7,1
63,13,4,1,2,4,3,2459,4629,2,23,2,4,1,14,5,3,2,2,2,0
32,15,5,2,2,5,4,2942,9687,9,10,2,1,2,29,1,2,17,14,1,1
42,23,2,2,4,4,3,15896,12156,2,17,4,1,0,25,5,4,4,4,4,1
47,17,2,4,1,4,4,15407,19441,1,11,3,2,3,23,5,2,23,7,12,0
31,15,2,4,4,2,2,16622,8834,5,19,2,2,2,13,4,2,13,5,4,0
24,20,1,2,1,5,4,15557,20179,5,22,3,3,0,37,5,4,37,3,10,1
34,18,5,4,1,1,4,17445,6849,0,23,1,3,0,25,0,1,2,2,2,0
61,18,2,1,3,1,3,18878,17782,6,15,2,3,3,13,6,3,5,2,0,0
37,2,4,3,2,5,2,18564,17827,3,25,1,2,1,30,3,1,11,3,9,1
53,4,3,4,2,2,3,14093,26599,2,23,3,3,1,13,0,4,10,10,9,0
26,30,3,2,2,2,4,3788,11431,7,25,4,3,0,39,0,3,38,10,13,1
55,1,2,4,1,2,1,11400,6150,1,15,3,2,1,25,4,4,25,7,10,1
65,4,3,4,2,1,4,17489,13289,8,15,2,4,0,8,3,1,0,0,0,1
39,18,3,4,3,4,4,4925,11496,7,17,2,1,0,39,5,2,15,13,11,1
19,5,1,3,1,2,3,19292,25331,7,13,3,2,0,17,3,3,8,8,8,1
41,19,4,1,1,1,1,19433,8470,2,12,2,3,1,35,5,4,4,4,4,0
25,15,4,2,1,1,1,15568,15257,3,15,2,1,2,35,2,3,7,0,3,0
28,28,1,3,1,4,3,13656,25563,1,13,1,2,1,20,1,3,20,1,4,0
30,8,1,2,3,5,2,10466,5712,1,11,4,1,2,39,4,1,32,0,13,0
34,20,3,2,2,5,1,4904,14721,3,15,3,1,1,38,5,2,38,10,9,1
25,17,5,2,3,2,1,16467,14495,5,19,1,4,3,19,5,3,19,5,11,1
38,1,3,3,2,2,3,11419,14420,4,14,2,3,3,21,3,1,21,14,13,1
35,12,1,1,3,4,2,17676,23842,0,20,1,2,1,30,4,3,12,11,10,1
47,26,4,2,4,2,2,11414,7315,9,18,4,3,3,38,6,2,38,4,2,0
35,19,3,1,4,4,4,13165,7381,0,20,3,4,3,30,5,3,10,10,10,0
63,15,5,1,4,1,4,11683,11497,5,15,4,4,3,17,2,2,17,13,1,1
64,9,3,4,4,2,3,16442,21558,2,23,4,2,3,29,0,1,29,13,11,1
48,7,2,3,1,1,2,5860,15494,2,25,1,2,2,32,5,1,32,18,2,0
55,2,3,3,1,3,3,4729,24771,6,12,1,4,0,28,3,2,2,2,2,1
49,29,1,4,3,4,4,15400,25151,0,20,4,2,2,34,6,2,0,0,0,0
28,9,4,4,3,3,3,9619,18950,0,14,2,1,0,35,2,1,35,17,4,1
62,10,4,1,4,2,3,12164,17752,9,24,3,1,0,20,4,2,5,5,5,1
42,2,1,2,2,1,1,7110,6622,2,19,2,4,1,36,5,2,36,8,1,0
50,19,2,3,4,2,1,7955,6132,7,17,2,3,1,28,2,4,28,6,12,0
55,11,1,2,3,3,1,1106,10830,0,18,3,2,1,10,2,3,10,10,10,1
58,13,3,2,4,2,4,5754,8995,9,17,1,2,1,12,6,1,12,1,12,1
25,10,1,4,3,5,3,12525,22551,3,24,2,1,1,14,2,1,10,9,6,0
28,14,1,2,4,3,1,7408,4670,8,12,1,2,2,38,2,4,37,11,5,0
39,18,2,1,2,2,1,8635,11364,3,18,3,3,2,31,6,2,24,1,13,0
41,19,3,4,4,1,1,2225,26680,9,12,2,2,3,14,6,2,14,12,6,1
58,22,5,2,2,2,4,13196,20066,7,17,1,2,2,29,6,2,12,7,6,1
34,9,5,4,2,1,4,5250,12041,6,19,1,1,2,32,2,1,32,6,8,1
29,25,4,1,3,5,3,16372,11054,2,18,2,2,1,12,2,4,12,2,6,0
63,7,1,1,2,2,3,18279,13637,6,16,3,4,3,37,1,3,37,7,13,1
49,28,4,2,1,5,3,13097,12757,6,13,4,4,2,23,4,4,23,0,11,1
32,3,2,4,1,3,1,19004,10490,9,19,1,3,2,19,0,1,19,14,12,1
33,20,5,2,1,1,2,13055,14329,2,24,3,3,3,16,4,3,16,0,5,0
39,6,1,2,3,3,4,6419,2770,1,18,2,3,0,23,3,2,23,11,9,0
45,27,2,4,1,1,1,18769,5854,8,12,1,3,1,29,3,4,25,10,7,1
37,21,2,2,3,5,1,16713,5118,0,24,1,1,2,39,6,4,39,15,6,1
50,2,1,1,3,4,3,12784,20516,6,12,1,2,2,31,4,1,31,3,5,0
27,29,2,4,1,2,3,3433,11901,3,11,3,1,3,33,2,4,28,1,3,0
57,6,1,4,2,5,1,11998,25609,1,19,1,3,2,31,1,3,13,2,13,0
49,3,1,4,4,1,4,12575,19374,1,24,1,2,1,36,0,4,36,3,6,0
50,16,3,4,3,1,4,2301,19094,7,12,2,4,2,21,5,1,21,17,11,1
19,30,4,2,1,1,1,7858,22688,6,10,1,1,0,33,5,4,33,11,7,1
50,8,2,2,3,1,2,9950,23751,6,24,3,2,1,26,2,3,26,0,7,1
50,2,2,1,2,2,2,9938,15522,4,13,2,4,0,38,4,3,27,2,11,1
58,17,3,3,2,3,4,6644,2038,9,17,4,4,3,21,5,1,21,3,11,1
30,9,3,3,1,4,3,12078,19659,7,14,2,3,1,10,4,2,2,2,2,0
47,30,3,1,3,2,2,10260,18002,1,11,1,4,2,21,1,1,21,16,9,1
50,12,5,3,4,1,2,15690,25453,1,12,4,4,1,20,1,2,20,7,8,1
30,3,5,1,4,2,3,4307,6857,4,10,2,3,1,15,6,3,15,15,2,0
43,11,5,2,3,5,2,17488,18312,0,11,1,2,1,29,4,4,8,8,8,0
39,1,1,4,3,1,1,1395,3436,5,10,2,2,0,18,6,4,12,5,2,1
56,23,2,4,3,4,2,11845,20483,3,11,3,3,3,28,2,3,9,9,9,0
19,13,4,2,1,1,3,4291,26949,5,12,1,1,1,34,6,1,20,7,6,1
55,15,1,4,2,4,1,19394,9693,6,10,3,3,2,39,2,4,39,3,3,0
56,26,2,4,4,4,2,14138,15218,2,20,1,2,1,35,2,1,6,6,4,0
43,5,2,3,1,3,4,5537,6251,7,18,3,1,1,38,5,4,21,7,12,1
63,21,3,2,3,3,1,10860,22409,6,19,4,3,3,17,0,2,17,17,14,1
32,30,3,3,3,2,1,18435,11305,0,14,3,2,2,22,0,4,20,0,2,0
51,17,1,3,2,2,4,7618,12590,5,25,2,2,2,30,2,2,13,3,1,1
59,25,3,4,3,4,4,5723,24596,6,17,1,2,0,34,4,4,9,9,9,1
61,23,2,4,1,1,2,15837,21618,3,14,2,4,2,32,1,4,32,7,7,1
57,24,3,2,1,5,2,9539,9662,1,17,3,4,2,8,6,4,8,2,8,0
28,25,5,4,2,5,3,2263,25934,9,16,1,1,2,32,3,4,17,11,6,1
20,6,3,4,1,1,3,14305,5123,8,21,3,1,1,35,1,4,12,8,12,0
23,28,2,2,4,1,1,11934,19037,6,13,4,1,0,16,1,1,16,2,6,1
26,21,1,4,1,3,4,11265,6158,0,24,4,4,2,26,3,2,22,3,7,0
23,22,4,3,1,5,4,17339,10700,7,16,4,1,2,24,2,2,24,5,12,1
26,11,3,2,1,4,3,2351,12531,2,15,3,2,2,16,1,4,15,8,0,1
56,18,2,4,4,2,1,8190,11879,3,12,3,2,1,23,3,1,23,1,15,0
48,4,4,1,3,3,1,17650,7543,4,18,4,1,1,30,6,1,30,1,11,1
49,3,4,2,1,5,3,11885,15980,0,21,3,1,0,21,5,3,10,10,7,1
58,13,5,2,2,1,3,8434,17156,5,19,2,4,3,27,4,3,22,2,9,1
29,23,4,1,4,5,3,2022,11580,9,24,3,2,0,40,4,1,40,2,11,1
25,9,2,4,2,4,2,3037,20581,5,25,2,3,1,38,4,3,38,17,13,1
25,21,2,4,1,3,1,9756,5911,1,22,4,3,2,34,2,2,21,5,13,1
45,6,3,2,2,1,1,14558,15582,9,18,3,4,2,32,1,1,32,0,4,0
37,26,3,2,1,4,1,18443,13120,5,23,4,4,0,40,1,3,40,14,7,1
64,30,3,4,4,2,3,2424,7235,7,14,1,4,2,27,0,1,17,10,8,1
24,28,4,4,2,3,3,5123,6799,5,17,3,2,1,24,4,3,13,9,12,1
28,12,4,3,2,4,3,17603,16225,3,16,3,1,0,40,2,1,27,3,1,0
37,2,5,2,1,4,3,1405,23744,3,18,4,1,3,30,3,4,10,10,2,1
33,3,3,2,1,1,4,10829,26605,8,16,4,4,1,23,2,2,23,1,5,0
21,3,1,1,3,2,3,19702,18709,5,13,4,2,1,35,1,3,35,12,8,1
23,28,5,3,1,4,2,10951,5766,7,13,1,3,2,33,6,4,18,15,13,1
39,12,1,4,1,3,4,9983,6111,7,20,1,4,1,20,6,1,12,11,9,1
43,15,4,3,3,4,4,18693,26686,6,17,4,2,1,36,6,4,32,4,9,0
20,9,5,4,1,5,3,13025,9015,2,15,3,4,3,18,4,2,18,18,7,0
58,23,5,4,1,3,1,5929,8856,9,18,3,2,2,36,0,3,31,2,13,1
59,8,2,3,3,3,3,10522,18490,0,23,4,2,1,20,5,3,14,1,12,0
31,11,4,2,4,4,1,13638,4426,4,19,2,4,2,13,2,1,10,10,5,0
28,16,4,4,4,1,3,9702,16497,9,23,1,1,1,22,0,2,22,10,15,1
35,26,5,3,1,3,3,11764,22762,9,16,1,4,3,6,6,4,4,0,4,0
29,27,4,1,1,5,1,13121,22748,1,16,2,1,2,28,1,1,21,18,13,1
40,25,5,3,3,1,1,15219,20915,9,13,4,1,2,39,3,3,17,7,12,1
29,22,2,1,3,1,1,2617,25194,1,12,3,3,3,7,2,4,6,6,6,1
30,4,5,4,4,1,1,11248,13336,6,17,3,2,0,38,5,1,32,7,2,1
42,28,4,3,2,3,2,18904,7316,2,16,1,4,1,12,1,4,2,2,2,0
62,1,4,3,1,1,1,2583,7362,7,13,2,2,1,27,4,4,27,5,3,0
36,24,5,1,2,4,3,7704,6693,8,22,3,3,0,10,2,1,0,0,0,1
63,7,5,3,2,1,3,8988,10990,7,13,1,1,2,36,0,4,36,12,12,1
53,2,5,3,3,5,2,18959,17133,5,10,3,4,2,21,6,4,21,6,6,0
62,24,3,4,1,2,1,10953,23652,4,25,3,2,3,28,2,2,18,10,6,1
25,28,4,3,1,5,3,3613,16178,2,20,3,3,3,40,1,2,13,9,2,1
46,5,4,2,3,3,2,4892,12629,2,16,1,1,3,4,1,3,2,2,2,0
49,7,3,1,2,1,3,13336,20395,6,10,2,1,0,40,6,2,18,9,3,1
61,4,5,3,3,1,2,7733,16751,4,19,4,2,0,32,0,1,32,10,2,1
35,5,2,1,4,4,2,5431,2425,5,19,2,1,2,38,5,4,20,16,14,1
23,24,5,1,1,1,4,18765,5044,5,13,3,3,3,35,1,3,0,0,0,0
35,1,5,1,4,5,4,4515,13480,8,20,2,1,2,26,2,2,25,15,1,1
36,1,3,3,3,3,1,5454,13106,0,23,3,4,0,17,6,4,9,4,5,0
39,15,4,3,1,2,4,8769,8229,7,12,1,4,1,35,5,1,34,9,6,1
54,20,5,1,4,1,2,9384,3239,9,20,1,2,2,15,0,4,12,4,3,0
49,19,4,2,4,2,3,14727,8566,4,12,1,3,0,5,1,1,5,5,4,0
58,29,1,1,2,1,3,4534,21775,5,21,3,1,3,8,6,4,5,2,5,1
20,10,4,2,1,3,1,1755,6213,5,10,2,1,1,34,1,3,34,2,8,1
45,28,2,1,4,5,4,19909,22381,0,13,4,1,1,33,2,3,15,9,6,0
27,18,2,4,4,3,1,18211,5006,2,23,4,4,1,40,1,2,40,6,9,0
52,28,5,1,2,2,2,19717,9025,5,10,1,3,3,30,6,2,7,1,7,1
46,3,4,1,4,1,4,9302,21423,8,23,4,1,1,19,2,4,2,2,0,0
32,11,5,3,4,2,1,13907,8558,5,22,3,2,0,16,4,4,4,4,4,0
50,15,3,2,4,5,3,9984,3184,5,22,2,3,2,20,6,2,20,8,13,0
24,27,2,4,2,3,3,15385,20968,0,17,4,3,1,30,5,2,30,10,2,0
29,30,5,2,4,2,1,8181,16430,8,24,4,1,1,20,2,4,13,13,10,1
47,11,3,4,4,2,1,14445,10102,3,24,2,4,0,36,3,4,36,16,4,0
38,17,5,1,1,5,1,13875,15869,1,10,4,3,3,18,1,4,18,12,2,0
48,17,4,3,1,1,2,4414,9116,0,21,2,2,1,36,4,3,36,0,14,1
41,6,4,3,2,2,2,16005,14937,2,23,3,3,0,19,5,1,19,0,0,1
37,5,4,2,3,5,3,10501,6383,2,15,3,4,0,5,0,1,1,1,1,0
