age,distance_from_home,education,environment_satisfaction,job_involvement,job_level,job_satisfaction,monthly_income,monthly_rate,num_companies_worked,percent_salary_hike,performance_rating,relationship_satisfaction,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,attrition
46,1,2,4,2,3,2,10018,2910,6,12,4,1,1,26,2,2,9,1,5,0
62,25,3,4,2,1,4,8660,13326,0,14,2,2,2,8,5,4,0,0,0,1
25,30,5,3,2,4,1,9963,7290,8,16,1,1,0,12,5,3,12,4,10,1
21,27,2,4,1,1,3,14934,17164,8,11,3,1,1,35,2,2,35,5,10,1
57,27,4,1,2,3,4,6755,19717,9,25,2,1,2,7,5,3,2,2,2,0
33,24,4,4,4,1,2,1680,18058,1,25,2,1,1,37,1,4,15,9,6,1
33,27,5,3,3,1,1,16472,21179,1,21,3,2,2,13,1,2,13,4,7,1
39,16,2,3,3,4,1,1571,22646,6,20,1,1,1,39,5,4,39,17,2,1
28,25,3,4,4,1,2,2341,8136,4,13,4,2,1,14,0,2,4,4,0,1
58,5,5,2,3,3,1,19963,9891,4,22,1,2,0,27,6,2,24,9,9,1
28,19,5,3,4,2,1,1350,14916,0,21,2,1,3,37,2,3,37,10,10,1
22,30,1,4,1,1,4,17262,14520,5,17,3,1,2,28,4,4,28,16,4,0
59,11,3,4,3,1,3,15143,2162,7,12,4,2,0,16,4,1,16,7,8,1
55,8,3,4,1,3,4,3691,16839,3,24,2,2,0,30,0,4,8,6,8,1
65,4,4,3,3,5,3,7386,4682,2,16,2,2,3,17,2,1,17,13,8,1
29,14,1,2,2,3,4,14453,23565,9,23,1,4,0,31,0,4,11,10,3,1
57,17,3,1,1,4,2,12093,5838,9,19,1,1,1,38,2,3,38,7,2,0
42,9,3,4,1,4,3,19264,21561,0,12,3,4,3,27,0,4,27,0,4,0
62,27,4,2,1,2,1,6923,22879,3,17,2,4,1,31,6,4,31,5,14,0
30,4,1,1,4,1,1,15929,22203,1,16,3,1,0,19,1,1,19,13,1,1
65,28,1,4,3,2,4,14070,14831,4,10,2,3,2,39,4,1,39,4,1,0
43,2,2,3,2,2,3,11142,10549,9,25,3,4,1,18,5,4,0,0,0,0
28,10,5,1,4,1,2,2753,14774,0,13,3,1,0,11,0,3,11,11,4,1
57,19,2,2,3,1,2,15595,14534,8,16,3,4,3,40,2,1,21,15,8,1
40,22,1,1,1,3,3,18579,12277,8,21,3,1,1,17,5,3,7,7,7,1
30,9,4,2,4,2,2,1625,19062,4,21,4,2,0,17,5,1,11,1,3,1
50,22,2,2,2,2,4,9274,18829,0,22,4,4,1,37,5,2,37,17,0,0
45,28,4,2,1,4,2,17537,17806,2,14,2,4,0,23,4,2,23,1,13,1
21,16,1,4,4,2,1,9625,3640,6,12,3,4,3,38,0,2,37,2,11,1
45,28,4,1,1,3,3,12960,8159,4,25,2,1,2,38,3,2,38,8,9,1
51,20,2,3,3,5,3,8406,26629,8,11,3,3,2,40,4,2,40,17,5,0
27,17,1,4,3,2,1,6949,26317,3,18,1,2,2,27,5,2,27,12,7,1
25,2,1,3,2,3,1,15437,23228,4,19,2,3,3,11,3,3,11,9,11,0
26,23,2,3,3,3,3,15302,5982,2,15,2,4,2,30,2,3,30,1,6,0
35,19,5,1,3,5,3,5257,10209,7,19,2,1,3,37,1,1,37,18,2,1
19,2,2,4,3,3,1,9833,19155,2,10,4,4,2,37,1,4,37,8,3,0
35,16,2,1,1,4,2,5394,25076,5,14,3,4,0,37,6,4,27,7,12,1
57,16,3,4,1,5,4,19759,11511,6,21,2,3,3,39,2,4,8,8,8,0
19,28,1,4,3,4,1,10648,19982,1,16,3,4,1,21,3,4,21,5,9,0
39,22,3,1,1,2,4,9724,9235,6,17,3,1,3,37,5,2,6,6,6,0
33,14,3,4,3,2,2,8034,25952,2,14,1,2,0,5,1,4,3,3,3,0
54,20,3,1,2,3,3,15761,17312,2,21,1,3,2,28,6,2,28,1,4,0
49,1,4,2,4,3,3,14670,21937,4,24,1,1,0,9,5,4,9,6,2,1
27,9,2,2,4,5,3,16877,17223,3,21,4,4,0,29,1,1,20,11,12,1
58,15,3,3,3,2,3,9928,8831,9,22,3,2,0,3,3,3,3,3,3,1
51,15,4,1,2,1,3,19410,18402,6,19,2,2,0,24,6,2,23,18,7,1
65,25,4,3,3,3,1,16116,14885,2,21,2,2,2,20,0,3,20,18,8,1
33,11,1,4,4,5,3,19952,12150,8,22,1,1,0,26,1,4,17,14,6,1
51,5,2,2,2,3,4,14026,13712,0,19,2,2,0,25,1,3,25,12,7,1
54,8,5,1,1,5,3,18825,18692,1,10,4,1,3,7,0,4,7,7,7,1
57,22,2,3,4,2,4,19591,12385,8,21,1,3,0,30,3,3,22,4,1,0
51,7,4,4,4,3,4,18344,21238,7,11,4,1,2,17,6,3,8,0,8,1
61,29,2,4,3,3,3,10062,24459,6,13,1,4,3,24,3,4,24,15,2,1
30,6,1,1,2,1,3,1088,9259,8,24,4,1,3,35,0,4,35,10,12,1
65,7,2,4,2,2,2,12593,7580,4,23,2,1,0,31,1,2,31,14,15,1
54,19,4,3,1,5,3,11689,21874,2,19,2,4,1,6,0,3,6,6,6,0
29,14,4,1,2,1,4,11371,6424,1,10,4,3,2,32,2,2,32,14,12,0
32,11,3,3,3,5,2,16896,3360,5,13,3,1,2,30,5,4,30,17,3,0
47,19,4,1,2,3,4,10807,2782,1,24,2,4,3,16,0,4,16,14,15,0
48,26,1,3,2,4,2,19494,16920,7,22,2,4,0,34,5,1,34,1,9,1
46,14,4,4,2,3,4,11023,9014,4,15,1,3,2,21,6,1,21,8,1,0
51,19,2,2,1,2,3,1107,14050,1,23,3,3,1,28,4,1,28,16,2,1
49,26,5,4,1,5,2,10911,19482,5,15,2,4,1,17,6,4,17,17,7,1
61,6,4,4,4,1,4,6506,2983,5,11,4,3,1,11,3,3,9,9,9,1
40,1,1,3,4,3,3,4455,13348,7,10,3,4,3,27,1,4,14,8,9,1
27,14,1,3,1,5,2,2005,17038,5,21,3,3,3,11,1,4,6,6,6,1
25,12,1,2,2,1,1,15205,14625,2,17,1,4,2,37,2,1,37,3,11,0
38,29,1,2,1,3,3,17690,20608,7,18,1,2,2,18,1,3,13,13,6,1
28,12,2,3,1,4,4,13568,11973,1,18,2,3,1,25,2,2,25,9,5,0
29,29,3,4,3,4,3,15852,2771,8,16,1,2,2,17,2,1,17,9,5,1
56,9,5,1,2,3,4,16551,17809,5,21,3,4,2,17,3,4,17,15,1,0
64,29,3,2,1,2,4,3948,9312,0,13,4,3,2,38,2,4,5,0,5,0
36,9,3,4,3,4,4,3689,16323,3,11,1,3,2,24,3,3,24,18,10,1
51,14,3,1,4,5,4,19434,17488,0,25,1,2,2,40,5,2,40,3,11,1
55,20,2,4,3,2,2,18030,10780,2,16,4,2,0,11,6,3,11,7,5,0
51,2,5,2,2,2,1,2483,19097,9,15,3,1,3,29,5,3,29,16,15,1
63,14,4,3,4,3,3,3481,11296,5,22,3,2,3,40,2,2,18,2,14,1
43,23,4,3,4,5,4,1955,15524,2,23,1,4,2,20,5,2,20,2,10,1
57,30,5,2,2,5,2,17364,5178,4,23,1,4,0,15,0,1,15,11,4,1
33,29,5,3,4,1,2,1704,21080,7,25,4,2,0,34,6,3,34,7,9,1
36,7,1,1,4,4,4,15688,9262,7,16,1,2,1,34,3,1,6,4,6,0
46,15,3,4,3,4,3,15397,5170,8,10,3,4,2,18,4,3,18,14,12,1
62,22,1,3,4,2,4,12508,7001,3,23,3,1,2,37,0,3,37,7,4,0
55,8,2,3,2,2,2,3100,18431,4,13,4,1,0,25,2,1,25,12,14,1
53,19,2,3,4,3,3,14952,16511,3,10,4,3,0,40,4,1,40,5,1,0
38,2,5,2,3,5,1,15168,10590,6,16,1,4,1,28,3,3,17,9,12,1
27,26,2,2,1,4,1,14091,19665,8,15,2,3,3,20,4,4,11,0,1,0
64,1,5,3,4,1,1,6681,24841,5,19,4,1,0,8,6,2,4,4,4,1
40,28,4,2,2,4,1,16774,6261,1,17,3,2,0,30,4,3,25,4,6,0
61,19,3,4,1,4,4,19907,21970,6,11,1,1,2,36,2,1,4,4,4,0
61,24,2,1,4,4,2,13385,16041,2,17,4,1,2,37,6,4,37,12,4,0
24,28,1,4,2,2,2,2638,23495,7,25,3,1,0,30,0,3,17,5,12,1
55,8,2,4,3,5,2,10958,6976,2,17,1,1,3,23,6,3,5,5,5,0
22,7,3,1,1,5,3,2234,7591,8,11,4,4,1,5,4,4,0,0,0,1
36,28,2,1,3,4,1,1183,6794,0,25,1,4,1,31,6,2,10,3,3,1
63,18,5,4,3,5,3,19327,2236,5,22,1,4,3,30,6,2,15,2,4,0
50,19,2,1,3,3,1,15530,5772,9,20,2,1,2,25,6,2,25,1,15,1
41,13,4,4,2,2,3,17423,14117,6,20,4,3,3,38,0,1,38,9,0,1
60,16,4,3,2,2,2,7596,19200,2,23,4,2,1,17,5,2,17,11,5,0
40,23,2,2,3,5,2,10530,20367,5,16,4,3,0,36,4,4,35,3,12,1
39,11,1,1,3,4,2,4039,10723,9,12,2,4,2,36,3,4,36,14,15,1
53,24,2,3,2,4,3,10907,22308,2,14,3,4,2,25,2,3,25,13,12,1
63,25,5,1,4,4,4,9011,10876,8,22,4,4,3,32,4,2,32,12,11,1
38,22,5,2,1,5,2,19467,4704,5,17,4,3,0,33,2,1,0,0,0,1
35,10,5,2,2,4,2,3310,15537,7,10,3,4,3,28,5,4,26,4,2,0
55,19,1,2,4,5,1,3265,5989,3,10,4,4,3,36,5,1,36,9,9,1
44,25,4,1,2,1,3,6465,4481,7,19,2,1,2,21,0,4,21,9,12,1
54,5,5,4,2,5,3,16457,5198,4,22,4,4,2,35,4,4,18,16,2,0
42,12,5,1,1,3,2,6024,14929,7,17,1,4,3,14,3,4,12,12,12,1
56,4,2,1,2,4,4,12730,8134,1,15,2,3,1,36,1,1,36,11,15,0
47,25,4,3,4,4,3,14200,6522,2,12,2,2,2,3,0,4,2,1,2,0
60,26,5,3,2,2,4,17362,23904,9,20,1,4,3,38,6,4,26,2,10,1
31,28,5,4,1,5,4,16862,23651,3,17,3,2,1,36,2,4,34,14,9,0
51,16,2,2,2,1,2,12344,8564,0,17,2,2,3,36,0,1,8,8,1,1
49,2,2,2,3,4,4,8059,5662,4,18,4,4,1,37,3,4,19,3,10,0
48,26,3,1,1,2,3,1361,4329,2,19,3,1,3,31,5,4,25,13,14,1
19,4,2,2,2,5,4,8593,10511,6,19,2,4,2,34,2,2,34,12,8,1
64,29,2,4,3,2,1,11942,25966,1,15,4,3,3,20,2,4,20,6,3,0
56,16,3,2,3,1,3,8934,21357,0,21,4,4,2,40,6,3,31,13,10,0
52,22,5,3,1,5,2,6849,12608,1,16,2,1,3,37,2,3,21,5,5,0
40,11,2,2,1,4,3,6467,9589,2,22,3,4,0,39,1,4,13,4,5,0
23,6,1,1,2,5,3,6996,5707,9,20,3,3,3,28,6,4,28,12,1,0
38,28,3,3,4,4,4,7343,13860,4,15,1,3,3,40,5,3,30,5,11,0
43,11,3,4,1,3,1,17362,19903,5,12,1,2,2,16,5,3,16,16,9,1
47,10,5,1,2,4,4,14446,21553,7,18,2,3,2,22,1,1,22,7,14,1
58,15,2,1,3,2,4,15534,25923,3,10,4,2,3,35,2,3,35,6,10,1
59,21,1,3,3,1,4,6442,11367,3,14,2,1,2,40,6,1,24,13,15,1
47,26,5,1,2,5,4,18918,22380,1,15,1,3,2,17,1,3,17,2,3,0
25,7,2,2,1,3,4,16665,24374,2,24,1,3,0,32,2,4,15,15,15,1
56,21,5,2,2,3,3,18233,10151,2,25,2,2,2,6,3,4,1,1,1,0
50,15,3,3,2,3,1,13331,15328,1,15,1,3,2,25,2,3,25,14,9,0
27,22,3,2,1,2,1,13062,7732,0,10,3,4,3,33,6,3,33,18,13,1
35,30,2,1,4,4,1,11498,11285,1,17,2,2,3,11,1,3,11,11,0,1
65,30,5,3,4,3,2,13902,22991,4,23,2,1,2,32,3,3,9,9,9,1
53,1,2,3,4,1,1,10185,9017,7,10,2,3,3,28,3,4,28,13,9,1
58,8,4,4,2,1,3,16717,14132,4,12,2,1,1,3,1,1,1,1,1,0
28,30,2,1,1,5,4,16178,2414,2,17,3,1,0,17,6,2,15,15,4,1
61,5,4,1,4,1,4,16204,16392,6,22,1,4,3,36,2,2,35,16,10,1
25,21,3,4,1,4,3,10478,21859,3,17,2,2,1,35,1,1,35,11,4,1
18,30,1,4,4,4,4,5122,23933,6,20,2,2,2,21,0,3,21,15,2,0
25,26,3,1,3,3,4,10222,13393,7,25,4,3,2,24,1,1,5,5,0,0
22,6,1,4,3,4,1,14575,10808,2,20,2,1,3,34,3,4,34,12,2,0
18,22,5,3,1,4,1,19787,12833,9,10,2,2,3,40,2,1,40,9,8,1
20,24,1,3,4,3,1,14532,14337,0,25,4,3,0,36,4,2,36,7,13,0
44,4,5,1,1,5,2,9412,10123,7,24,3,4,1,30,2,1,30,16,13,1
62,15,4,3,1,4,1,8254,18853,5,20,1,1,3,40,3,3,40,12,3,0
65,4,5,1,1,4,1,8758,2808,2,22,3,4,1,14,5,1,1,1,1,0
40,3,2,4,2,2,1,13527,25012,8,10,2,3,2,34,2,2,34,11,4,0
61,25,2,2,4,5,1,12635,14121,0,22,2,1,1,36,3,3,27,17,5,1
56,16,2,3,4,3,1,19660,5569,7,17,3,4,1,12,4,4,6,6,6,1
57,16,3,3,1,2,3,18754,24859,8,11,2,1,3,20,6,2,20,15,12,1
28,8,2,4,3,2,3,13231,22624,9,14,3,3,2,37,5,3,24,1,8,1
62,21,5,3,1,5,3,17298,2205,0,17,3,1,2,17,5,3,17,5,12,1
28,27,5,1,3,4,4,9292,23385,8,14,1,4,1,40,1,4,40,13,4,1
53,24,5,3,4,3,4,8472,8233,4,21,1,2,2,12,5,2,12,2,12,0
55,6,2,4,4,5,2,12267,2169,4,24,1,3,0,29,0,2,7,7,6,0
48,21,4,1,1,2,4,5807,23741,4,16,1,1,2,30,6,1,13,7,8,1
41,13,4,3,2,1,2,8407,3423,0,24,3,1,1,31,2,1,16,7,0,0
36,9,3,3,4,3,3,5488,16989,4,23,2,1,1,12,4,3,12,5,1,0
49,9,5,3,4,1,1,2104,18803,9,25,3,1,2,10,2,3,10,9,4,1
57,11,5,3,4,4,1,6815,2396,9,15,2,1,0,9,0,3,9,9,4,1
55,8,3,2,2,5,2,14036,13450,5,14,1,4,2,34,0,3,16,16,11,0
34,28,5,2,4,4,2,10941,25815,4,24,4,4,0,28,0,4,28,10,12,1
52,13,1,4,1,5,1,16211,15398,5,20,2,3,3,31,4,1,1,1,1,1
29,26,3,2,3,2,2,15012,23736,8,12,2,3,0,22,5,4,0,0,0,1
32,19,5,4,4,4,1,1200,4356,6,15,4,4,3,37,0,4,26,2,14,1
56,29,3,1,4,1,3,18266,16468,4,18,3,2,0,18,0,1,18,5,6,1
30,25,1,2,2,2,2,15557,24148,9,23,1,4,0,17,5,2,17,1,9,1
47,22,1,1,3,5,3,7160,26879,8,16,3,2,0,34,0,1,34,0,8,1
59,25,2,2,3,2,2,12974,16070,4,19,2,4,3,26,0,4,8,8,8,1
36,1,5,4,2,1,3,5333,22217,4,10,2,3,0,24,5,3,24,8,6,1
26,17,1,1,1,3,3,10460,18114,5,14,2,3,1,28,4,1,21,0,5,0
45,6,1,3,4,5,4,11689,10471,7,16,3,1,0,37,2,4,12,12,5,0
61,12,1,3,3,3,4,10519,6296,0,23,3,2,0,28,4,4,28,16,12,1
60,4,2,2,3,2,2,17092,6586,8,16,4,2,1,21,5,3,21,15,0,0
42,21,5,1,1,4,2,14424,3994,7,24,3,2,0,31,4,2,15,5,12,1
57,16,3,4,1,5,3,8621,20125,6,22,1,1,1,18,0,4,18,17,6,1
58,21,2,4,4,2,3,3464,6393,4,20,2,2,0,32,1,4,7,7,3,1
21,3,5,3,2,5,1,6925,10639,0,16,3,1,3,11,5,2,11,11,11,1
54,25,1,3,2,1,4,19486,24724,6,22,3,1,3,25,2,4,1,1,1,0
24,17,2,2,1,2,3,15774,20297,8,23,3,1,1,34,6,1,4,4,2,1
58,22,4,4,1,4,2,10822,21163,2,23,3,1,3,27,2,1,13,1,0,1
21,18,4,1,3,5,1,9215,18008,7,15,3,4,2,15,6,4,15,2,6,1
40,18,1,3,1,4,4,1091,10012,2,22,3,3,3,33,1,4,33,7,9,0
61,25,5,1,3,4,1,3610,8204,2,20,3,2,3,15,6,2,9,8,9,1
61,26,5,4,2,1,3,4730,11042,6,11,1,3,1,24,2,3,7,7,7,1
23,18,2,1,2,3,1,15428,18455,5,22,3,2,2,24,5,1,24,12,8,1
62,25,4,4,3,2,2,1310,17158,4,21,4,3,1,38,0,2,26,11,0,1
26,28,5,4,4,3,2,3093,2451,6,11,1,1,2,34,0,3,9,9,9,1
26,28,2,1,2,3,3,8310,18235,8,19,1,3,2,35,0,1,35,13,1,1
38,8,2,1,4,1,1,5067,5864,0,15,4,1,1,40,0,1,38,5,9,1
20,23,4,1,3,4,3,19655,26774,9,20,2,3,3,38,3,4,6,1,3,0
30,8,1,4,4,4,4,7310,25351,0,25,2,1,0,32,0,3,14,14,8,0
55,13,2,2,3,2,3,10412,22762,4,10,1,3,2,21,3,4,12,12,9,1
35,12,1,4,3,1,3,11057,8119,7,23,1,1,1,32,5,2,32,3,7,1
63,25,4,4,1,5,4,16006,21495,6,15,3,2,3,34,2,3,34,10,0,1
48,15,2,2,2,4,1,15047,14658,6,14,1,4,2,37,2,3,1,1,1,0
46,10,3,3,2,2,2,14300,12232,2,22,3,1,1,39,3,4,39,14,10,1
19,9,4,1,3,5,2,18445,14764,8,10,3,3,2,31,2,1,10,10,10,1
48,3,4,1,4,3,1,6621,6153,4,14,2,2,1,22,4,1,20,13,14,1
55,10,3,3,1,1,3,13838,4595,9,13,1,1,0,29,1,4,13,9,3,1
24,17,4,1,4,5,2,11295,10905,2,18,3,3,2,24,4,2,24,5,13,0
57,15,3,4,2,4,3,12108,16751,5,20,1,4,0,22,3,4,22,1,8,1
27,24,3,3,4,2,4,16715,12478,7,10,3,4,1,18,1,3,0,0,0,0
30,29,4,2,1,2,2,5207,24911,7,19,2,3,0,6,5,1,5,2,1,1
18,29,3,4,4,1,3,12627,20542,3,12,3,1,0,35,3,2,35,7,1,0
54,10,3,4,2,3,3,7641,11647,3,11,2,2,1,25,0,3,17,17,5,0
42,20,4,4,3,4,3,10523,10087,8,20,4,3,1,36,1,4,36,14,15,1
47,21,3,4,2,3,2,19977,20132,9,10,2,4,0,27,3,1,4,4,4,1
19,14,1,1,1,1,3,18708,25847,1,24,2,3,1,10,0,2,0,0,0,0
53,27,4,4,3,1,2,16691,24812,8,11,2,3,3,29,2,1,29,16,5,1
41,16,4,1,1,3,2,16107,20732,7,25,4,2,1,16,3,2,0,0,0,0
29,22,1,1,2,5,2,5876,5948,2,20,2,2,1,28,5,4,13,0,0,0
22,6,5,1,4,5,2,7466,16938,1,16,1,3,0,31,1,2,27,1,8,0
32,7,2,1,2,1,1,6556,20977,1,14,1,3,3,30,2,3,30,4,14,1
59,30,3,2,4,5,4,19936,21545,0,11,4,2,2,22,3,1,22,9,11,1
63,10,3,1,3,5,4,17761,9694,9,13,4,2,0,30,3,2,30,11,12,1
24,19,2,1,4,2,2,5652,2581,8,20,4,1,3,26,2,3,6,6,1,0
19,18,3,3,4,3,3,7446,16040,0,15,3,1,2,40,5,1,19,15,6,0
20,28,3,2,3,2,2,6983,25377,1,24,2,1,2,32,6,4,19,2,0,0
21,9,1,4,1,2,3,15959,12881,6,17,2,1,3,30,6,3,30,3,0,0
65,30,1,1,3,1,1,1752,20785,4,15,4,3,2,23,5,3,8,8,8,1
33,2,1,1,1,1,4,2433,2640,0,25,4,3,2,33,0,1,10,9,10,1
44,9,1,2,3,1,2,4195,14920,3,15,1,1,3,26,1,4,5,5,5,0
39,26,4,3,4,2,1,8838,8325,5,15,1,3,3,19,5,2,17,17,6,1
20,4,3,4,2,4,2,14775,17484,7,14,2,2,3,40,0,3,28,4,13,0
34,11,2,4,4,2,2,2536,18493,1,14,1,2,0,24,6,1,0,0,0,1
39,17,3,2,1,2,1,8341,5457,9,15,1,1,3,32,1,1,32,10,9,1
24,3,4,2,2,2,3,17161,8307,2,15,2,3,0,20,6,1,2,2,2,0
47,26,4,3,4,5,3,7837,14227,6,10,4,2,0,37,2,2,37,6,7,1
25,15,3,2,4,5,3,2722,11755,0,16,4,3,3,36,0,1,36,3,0,1
36,30,3,3,2,1,2,9797,9382,6,15,2,2,2,40,5,2,40,14,7,1
24,2,1,3,4,2,3,5439,12342,0,25,4,3,0,27,4,4,15,3,12,1
18,16,4,1,1,2,3,1658,13428,7,15,4,2,0,37,4,2,37,15,3,1
33,4,3,4,3,1,2,11917,11786,5,10,2,2,2,34,3,1,34,18,1,1
57,18,2,4,1,3,1,10652,9211,9,16,3,2,2,25,0,1,25,1,6,1
48,28,2,1,4,4,4,15711,7259,6,23,4,1,1,35,5,3,35,10,3,1
56,10,1,4,2,4,3,7705,17391,1,15,2,3,1,35,3,2,20,18,12,0
44,6,1,2,2,3,1,10549,15093,5,19,3,1,0,40,5,3,35,13,3,1
27,11,3,1,2,1,2,1859,14830,4,11,1,3,3,19,0,2,18,11,5,1
51,10,2,3,4,3,2,5995,15980,2,25,4,2,0,8,1,1,8,8,1,1
64,1,4,3,2,4,3,11072,16049,8,25,2,4,0,26,1,3,26,9,4,1
31,16,5,2,1,3,3,4013,4460,4,21,1,1,0,32,2,3,30,7,8,1
19,5,2,4,1,2,1,1731,15914,7,22,1,2,2,18,6,4,14,14,11,1
56,9,4,2,4,5,3,19789,11022,3,20,3,1,2,31,4,4,31,7,2,0
39,17,2,1,1,2,1,9584,25407,5,21,2,4,3,28,4,1,28,8,3,0
43,4,3,2,1,4,2,1691,20166,3,17,3,3,1,32,2,1,8,8,8,1
61,2,5,2,2,5,1,19769,10161,3,17,1,3,3,36,2,3,36,14,2,0
22,27,5,2,3,5,2,3901,25376,8,24,4,4,2,30,2,4,16,15,14,1
55,2,3,3,1,3,3,6187,10723,4,23,3,4,3,37,5,1,13,7,13,0
33,5,3,1,4,2,4,9803,15342,0,16,2,3,2,38,2,1,38,2,6,0
29,2,1,4,2,3,1,14301,17334,6,21,2,4,0,39,0,4,39,1,12,1
58,13,4,3,1,4,4,7970,24356,2,16,1,2,1,12,2,4,5,0,5,0
61,5,4,3,4,5,1,2442,14678,2,21,2,1,2,37,3,2,37,7,2,1
59,1,1,2,4,3,1,13878,20655,5,24,3,1,2,31,6,1,31,5,6,1
34,21,4,3,2,5,4,12360,19910,2,23,3,1,1,10,2,4,5,5,4,0
42,29,5,1,4,2,4,16323,18139,0,20,4,1,0,31,0,2,31,2,2,0
41,30,2,1,3,4,3,3913,11174,5,16,1,1,0,36,4,4,33,13,0,1
28,15,5,4,3,2,4,13453,17292,6,25,1,1,3,38,4,2,33,4,4,0
35,19,1,1,1,3,4,2589,5626,4,23,3,3,0,11,4,1,11,11,8,1
53,14,4,3,3,3,3,2072,12748,0,13,1,3,2,14,6,4,8,4,8,1
20,12,4,4,2,1,4,5319,12288,1,10,3,1,2,17,0,4,4,4,3,0
36,2,2,3,2,2,4,19624,23866,1,18,3,1,3,24,6,1,16,9,15,0
23,27,2,3,1,4,3,6167,19191,9,10,4,4,1,27,2,3,27,12,8,1
40,20,2,1,3,5,4,1104,2709,7,21,3,4,2,21,1,2,21,9,11,1
57,1,5,1,4,1,1,1961,12143,7,21,3,4,0,33,4,2,5,5,5,1
24,3,1,4,4,4,1,1280,13966,7,14,4,1,0,31,4,4,31,1,9,1
64,11,1,1,3,2,4,15105,5086,1,24,1,4,2,18,1,1,18,1,2,0
61,17,1,3,2,5,4,2439,10537,4,19,3,1,2,38,2,1,16,16,7,1
64,24,5,4,2,4,4,1173,23971,4,22,2,3,0,9,4,3,9,9,4,1
26,5,3,4,2,1,2,14040,14008,3,23,4,2,3,31,2,1,14,14,5,0
19,17,4,4,2,5,4,9359,8636,7,18,1,3,2,38,3,1,38,15,15,0
64,18,5,1,3,2,1,4216,18238,7,24,4,1,2,37,1,3,37,9,3,1
62,25,1,4,1,5,4,1564,16574,8,11,3,1,1,20,0,2,20,9,15,1
65,23,5,1,3,2,2,13508,2925,3,25,1,3,3,39,6,1,39,18,5,0
64,3,5,2,3,3,3,3667,21292,0,14,2,3,1,2,2,1,2,2,2,1
28,15,3,4,2,3,2,14084,24604,8,20,4,4,2,29,1,2,29,1,6,0
20,16,2,3,2,2,2,10322,3469,0,20,2,4,0,25,6,2,14,8,3,0
59,15,1,3,2,4,1,13842,16869,3,20,4,2,0,30,1,3,26,10,15,1
47,17,5,4,1,1,4,4806,15034,9,10,3,4,2,33,1,2,30,2,4,1
25,18,2,1,1,3,1,15478,22752,0,11,4,4,2,17,5,1,15,6,5,0
54,23,4,2,2,4,2,6721,8038,2,10,2,4,1,40,0,2,27,5,4,0
38,8,4,2,2,5,2,17290,3048,2,24,4,2,0,39,5,4,39,0,13,0
25,21,4,1,3,3,4,9096,6852,6,12,3,4,0,36,4,3,36,11,11,1
64,29,5,4,3,4,3,13515,14836,2,13,3,4,1,22,6,1,8,8,1,0
28,28,5,2,3,1,1,9157,12713,5,10,4,3,3,8,3,3,8,8,8,1
58,14,3,1,2,5,3,10311,25864,9,19,1,3,0,19,4,3,11,4,11,1
51,4,1,3,3,3,2,17881,5540,3,10,3,4,1,27,2,3,27,12,10,0
56,10,2,4,4,3,3,2024,23858,5,11,4,3,3,36,1,3,6,6,3,1
33,20,4,2,1,1,1,3226,9957,8,23,3,1,0,34,4,3,34,14,7,1
24,21,2,4,3,2,2,19592,7840,6,13,3,3,2,35,0,2,35,14,7,1
21,7,3,4,1,3,2,17693,15770,0,22,3,2,1,37,0,3,37,5,6,0
49,30,4,4,3,2,3,2690,20947,7,11,3,4,3,40,5,3,0,0,0,1
54,29,2,4,1,1,4,2881,4105,3,11,3,1,1,33,5,3,33,12,1,1
63,23,1,2,2,1,4,16262,4219,7,17,3,3,3,21,3,4,21,11,13,1
39,20,1,2,4,4,1,4076,21685,2,20,1,1,3,29,4,1,29,9,3,0
24,1,3,1,1,3,4,10738,20577,9,17,1,1,0,26,5,3,19,0,8,1
30,21,2,3,3,5,2,19772,23940,4,16,3,4,3,35,5,4,7,7,5,0
35,7,3,2,2,5,2,9391,13538,2,20,1,1,1,35,0,1,6,6,6,0
59,12,3,3,4,1,3,6753,23333,2,13,3,2,1,1,5,2,1,0,1,0
51,4,3,3,2,5,2,4259,7688,2,16,3,1,0,31,6,3,29,17,11,1
30,7,5,2,2,5,2,5397,5406,3,23,4,4,2,16,0,3,11,10,10,1
51,24,1,3,1,5,1,5235,16482,2,15,2,2,3,35,5,4,35,8,7,0
46,15,5,1,4,4,4,1371,9064,1,16,1,2,3,37,3,3,37,13,8,1
64,2,5,1,2,4,4,16623,23561,5,10,2,2,0,26,2,2,26,10,4,1
22,2,1,1,3,1,4,3149,11483,0,24,3,2,0,33,4,1,33,0,4,1
48,5,3,3,2,5,1,10608,18415,4,14,4,1,0,37,2,4,37,10,8,1
28,3,2,4,3,1,4,2667,24937,5,14,3,3,3,10,1,4,10,8,5,1
55,16,3,4,2,1,3,16712,4478,0,16,3,3,1,19,6,3,19,1,6,1
64,4,3,1,4,1,4,16670,3961,0,13,4,3,2,29,2,2,29,9,7,1
21,15,5,2,4,4,2,14161,16299,6,22,4,3,1,31,0,2,31,2,11,1
24,17,2,3,4,4,1,14811,7720,5,10,1,3,0,27,0,3,25,12,7,1
40,11,1,1,1,3,3,8380,22701,8,12,4,4,3,22,6,1,22,10,14,1
48,4,4,4,2,5,1,16174,24578,3,23,1,3,1,40,2,1,40,17,12,0
34,27,1,1,4,2,3,10270,23288,2,13,1,4,2,23,2,4,23,13,2,0
